source,target,weight,interaction_type,depth
44196397,2300786360,5.0,follow,1
44196397,1883691197832572928,5.0,follow,1
44196397,1845238708779483138,5.0,follow,1
44196397,17338082,5.0,follow,1
44196397,10126672,5.0,follow,1
44196397,115749048,5.0,follow,1
44196397,1009323691451166720,5.0,follow,1
44196397,16989178,5.0,follow,1
44196397,622310854,5.0,follow,1
44196397,15134240,5.0,follow,1
44196397,73181712,5.0,follow,1
44196397,1887168335160184832,5.0,follow,1
44196397,1011640329647394816,5.0,follow,1
44196397,1879585122175082496,5.0,follow,1
44196397,1857452853746376704,5.0,follow,1
44196397,19611483,5.0,follow,1
44196397,1883257372740591616,5.0,follow,1
44196397,16589206,5.0,follow,1
44196397,14344823,5.0,follow,1
44196397,21722318,5.0,follow,1
44196397,234128524,5.0,follow,1
44196397,1858947201709305856,5.0,follow,1
44196397,1257667158,5.0,follow,1
44196397,1017500185356853248,5.0,follow,1
44196397,718112006,5.0,follow,1
44196397,63650107,5.0,follow,1
44196397,114388293,5.0,follow,1
44196397,1099579684981944320,5.0,follow,1
44196397,1881449011368095744,5.0,follow,1
44196397,410053879,5.0,follow,1
44196397,120176950,5.0,follow,1
44196397,743161872669630464,5.0,follow,1
44196397,1355721251180961792,5.0,follow,1
44196397,1883283813276770304,5.0,follow,1
44196397,1722014154322575360,5.0,follow,1
44196397,19612749,5.0,follow,1
44196397,112684779,5.0,follow,1
44196397,126755086,5.0,follow,1
44196397,1170886272,5.0,follow,1
44196397,717847958432124929,5.0,follow,1
44196397,1403244506871386112,5.0,follow,1
44196397,7748752,5.0,follow,1
44196397,240454812,5.0,follow,1
44196397,1320917783597625349,5.0,follow,1
44196397,792393470782636032,5.0,follow,1
44196397,39384517,5.0,follow,1
44196397,19291441,5.0,follow,1
44196397,17582355,5.0,follow,1
44196397,1268032640042414080,5.0,follow,1
44196397,1881524001412943872,5.0,follow,1
44196397,1879644163769335808,5.0,follow,1
44196397,2369157648,5.0,follow,1
44196397,341820445,5.0,follow,1
44196397,30231097,5.0,follow,1
44196397,109579534,5.0,follow,1
44196397,1879650942410481666,5.0,follow,1
44196397,1485669759471415296,5.0,follow,1
44196397,1598609249743130625,5.0,follow,1
44196397,160946337,5.0,follow,1
44196397,1686901686185721857,5.0,follow,1
44196397,592730371,5.0,follow,1
44196397,1071484733543079936,5.0,follow,1
44196397,1261335549215989760,5.0,follow,1
44196397,1897577306,5.0,follow,1
44196397,133642975,5.0,follow,1
44196397,28724441,5.0,follow,1
44196397,345193198,5.0,follow,1
44196397,1104564502220161026,5.0,follow,1
44196397,90552683,5.0,follow,1
44196397,909220827442368512,5.0,follow,1
44196397,1201670995435646976,5.0,follow,1
44196397,37677496,5.0,follow,1
44196397,1786888809667538944,5.0,follow,1
44196397,4010545737,5.0,follow,1
44196397,1577967074550468609,5.0,follow,1
44196397,1279898928041865220,5.0,follow,1
44196397,1785836367312023552,5.0,follow,1
44196397,1098091506886471680,5.0,follow,1
44196397,2790295109,5.0,follow,1
44196397,3433128945,5.0,follow,1
44196397,1094881364887986177,5.0,follow,1
44196397,3207545212,5.0,follow,1
44196397,85136737,5.0,follow,1
44196397,478246349,5.0,follow,1
44196397,93766096,5.0,follow,1
44196397,24383169,5.0,follow,1
44196397,20878297,5.0,follow,1
44196397,874904274,5.0,follow,1
44196397,1121375429884039175,5.0,follow,1
44196397,374712154,5.0,follow,1
44196397,1849500209488752640,5.0,follow,1
44196397,65357102,5.0,follow,1
44196397,1722261064354832384,5.0,follow,1
44196397,1260917258970451969,5.0,follow,1
44196397,1663308107240570880,5.0,follow,1
44196397,443530119,5.0,follow,1
44196397,18986695,5.0,follow,1
44196397,17427779,5.0,follow,1
44196397,2319866040,5.0,follow,1
44196397,57338175,5.0,follow,1
44196397,771970414155182081,5.0,follow,1
44196397,14173031,5.0,follow,1
44196397,1614879930885574656,5.0,follow,1
44196397,37959591,5.0,follow,1
44196397,15506669,5.0,follow,1
44196397,27434900,5.0,follow,1
44196397,833398209053605888,5.0,follow,1
44196397,1344356576786866176,5.0,follow,1
44196397,1339006078688825344,5.0,follow,1
44196397,913308968809672705,5.0,follow,1
44196397,1610230835289923584,5.0,follow,1
44196397,1096059529,5.0,follow,1
44196397,1608891205902794753,5.0,follow,1
44196397,1112744620247662592,5.0,follow,1
44196397,816131319033950208,5.0,follow,1
44196397,1058051748,5.0,follow,1
44196397,1345739193721487362,5.0,follow,1
44196397,2352629311,5.0,follow,1
44196397,1039879658400112640,5.0,follow,1
44196397,1342989756611907584,5.0,follow,1
44196397,1468677099594698757,5.0,follow,1
44196397,1762595748238213120,5.0,follow,1
44196397,880480631108644864,5.0,follow,1
44196397,1074782372594413569,5.0,follow,1
44196397,1606342594765590528,5.0,follow,1
44196397,1612430165585416192,5.0,follow,1
44196397,816652616625168388,5.0,follow,1
44196397,1603110823014141952,5.0,follow,1
44196397,1612264272364453888,5.0,follow,1
44196397,902926941413453824,5.0,follow,1
44196397,1505635897810821120,5.0,follow,1
44196397,1630280300692471809,5.0,follow,1
44196397,101802390,5.0,follow,1
44196397,1176522535531360257,5.0,follow,1
44196397,1807820819776917510,5.0,follow,1
44196397,4520633361,5.0,follow,1
44196397,1385650483801382912,5.0,follow,1
44196397,926533381525069826,5.0,follow,1
44196397,201066140,5.0,follow,1
44196397,1478764379613061120,5.0,follow,1
44196397,183542655,5.0,follow,1
44196397,177366676,5.0,follow,1
44196397,4783690002,5.0,follow,1
44196397,332376551,5.0,follow,1
44196397,39349894,5.0,follow,1
44196397,1863271160747610112,5.0,follow,1
44196397,29442313,5.0,follow,1
44196397,7025662,5.0,follow,1
44196397,174889139,5.0,follow,1
44196397,41634520,5.0,follow,1
44196397,3751591514,5.0,follow,1
44196397,75541946,5.0,follow,1
44196397,3339261074,5.0,follow,1
44196397,1024474926227578881,5.0,follow,1
44196397,432895323,5.0,follow,1
44196397,1027214104661028864,5.0,follow,1
44196397,1455381784351420417,5.0,follow,1
44196397,278145569,5.0,follow,1
44196397,4416456732,5.0,follow,1
44196397,73206956,5.0,follow,1
44196397,15874918,5.0,follow,1
44196397,1539141562692665344,5.0,follow,1
44196397,48111864,5.0,follow,1
44196397,3451032734,5.0,follow,1
44196397,2856787757,5.0,follow,1
44196397,63485337,5.0,follow,1
44196397,93755660,5.0,follow,1
44196397,3461168303,5.0,follow,1
44196397,310804819,5.0,follow,1
44196397,65522706,5.0,follow,1
44196397,5418912,5.0,follow,1
44196397,975780214918836224,5.0,follow,1
44196397,121147627,5.0,follow,1
44196397,1441965051414339586,5.0,follow,1
44196397,1357717304931479552,5.0,follow,1
44196397,49736166,5.0,follow,1
44196397,1671566169818406912,5.0,follow,1
44196397,83488677,5.0,follow,1
44196397,4755913398,5.0,follow,1
44196397,844732519966801921,5.0,follow,1
44196397,188363529,5.0,follow,1
44196397,1060487274,5.0,follow,1
44196397,20740571,5.0,follow,1
44196397,1856751787644260354,5.0,follow,1
44196397,296361085,5.0,follow,1
44196397,1439722398404726785,5.0,follow,1
44196397,1518709627927633920,5.0,follow,1
44196397,2847221717,5.0,follow,1
44196397,833673914,5.0,follow,1
44196397,1616897762142097408,5.0,follow,1
44196397,24057172,5.0,follow,1
44196397,24222556,5.0,follow,1
44196397,131546062,5.0,follow,1
44196397,1324446010484154376,5.0,follow,1
44196397,18004872,5.0,follow,1
44196397,2810368777,5.0,follow,1
44196397,956329237,5.0,follow,1
44196397,282419632,5.0,follow,1
44196397,19017675,5.0,follow,1
44196397,1621253529032687616,5.0,follow,1
44196397,875856268056969216,5.0,follow,1
44196397,13218102,5.0,follow,1
44196397,1675940718345617413,5.0,follow,1
44196397,845451824,5.0,follow,1
44196397,1264901941,5.0,follow,1
44196397,15075999,5.0,follow,1
44196397,456034260,5.0,follow,1
44196397,1781914021760991232,5.0,follow,1
44196397,1789472015474171904,5.0,follow,1
44196397,812135885328236551,5.0,follow,1
44196397,1417163042626801664,5.0,follow,1
44196397,28138103,5.0,follow,1
44196397,2191193012,5.0,follow,1
44196397,71322014,5.0,follow,1
44196397,1465852983804153864,5.0,follow,1
1648128136997904384,1088008017654833154,5.0,follow,2
1648128136997904384,1227592617774526466,5.0,follow,2
1648128136997904384,300543417,5.0,follow,2
1648128136997904384,266991549,5.0,follow,2
1648128136997904384,1321385785,5.0,follow,2
1648128136997904384,1160994871,5.0,follow,2
1648128136997904384,1427653495679700994,5.0,follow,2
1480673713179795457,1977693149553397760,5.0,follow,2
1480673713179795457,183124350,5.0,follow,2
1480673713179795457,1874637373881069568,5.0,follow,2
1480673713179795457,33418013,5.0,follow,2
1480673713179795457,1819609740055330816,5.0,follow,2
1480673713179795457,22847702,5.0,follow,2
3086182267,1676443035184316416,5.0,follow,2
3086182267,2706051391,5.0,follow,2
3086182267,1288049035962716160,5.0,follow,2
3086182267,1489450434934755334,5.0,follow,2
3086182267,1668258296,5.0,follow,2
3086182267,287168128,5.0,follow,2
3086182267,503283776,5.0,follow,2
3086182267,1562978779483385858,5.0,follow,2
3086182267,312989371,5.0,follow,2
3086182267,229443646,5.0,follow,2
3086182267,883163260886720512,5.0,follow,2
3086182267,890024891625463812,5.0,follow,2
3086182267,1768300912874065920,5.0,follow,2
3086182267,1495781118,5.0,follow,2
3086182267,2752663431,5.0,follow,2
3086182267,1319184451289530369,5.0,follow,2
3086182267,971037503913422850,5.0,follow,2
3086182267,3114600202,5.0,follow,2
3086182267,1461305890892570628,5.0,follow,2
3086182267,1346885093361471489,5.0,follow,2
3086182267,1250691661413314560,5.0,follow,2
3086182267,1355945100216573952,5.0,follow,2
1219282049070063617,96000468,5.0,follow,2
1219282049070063617,3334848194,5.0,follow,2
1219282049070063617,1213020143137124352,5.0,follow,2
1219282049070063617,1667904233419440129,5.0,follow,2
1219282049070063617,1866282699050434560,5.0,follow,2
1219282049070063617,2313027666,5.0,follow,2
1219282049070063617,975021380767965185,5.0,follow,2
1219282049070063617,1912376894563184640,5.0,follow,2
1219282049070063617,466007874,5.0,follow,2
1219282049070063617,1450927152501772295,5.0,follow,2
1219282049070063617,1534508868213952512,5.0,follow,2
1219282049070063617,54317637,5.0,follow,2
1219282049070063617,1554117546235740161,5.0,follow,2
1219282049070063617,1968546356810891264,5.0,follow,2
1219282049070063617,1430070528996376579,5.0,follow,2
834832429709828096,1957244277337276416,5.0,follow,2
834832429709828096,52317337,5.0,follow,2
834832429709828096,1855970656086794240,5.0,follow,2
834832429709828096,333460320,5.0,follow,2
834832429709828096,3227532445,5.0,follow,2
834832429709828096,845023966754304000,5.0,follow,2
834832429709828096,1749963068514471936,5.0,follow,2
834832429709828096,1733311598302023680,5.0,follow,2
834832429709828096,851376801192587264,5.0,follow,2
834832429709828096,1820344407603707905,5.0,follow,2
423216326,171871559,5.0,follow,2
423216326,1303763860768395270,5.0,follow,2
423216326,1965453216750993412,5.0,follow,2
423216326,1434633459792764930,5.0,follow,2
423216326,1984000827376508928,5.0,follow,2
423216326,1233486991439880194,5.0,follow,2
423216326,785406991,5.0,follow,2
423216326,1061159447152730112,5.0,follow,2
423216326,1672354585145425920,5.0,follow,2
423216326,1357814685437992961,5.0,follow,2
423216326,736267842681602048,5.0,follow,2
423216326,36722676,5.0,follow,2
423216326,1907826492794613765,5.0,follow,2
423216326,28941291,5.0,follow,2
423216326,4264745717,5.0,follow,2
423216326,288777014,5.0,follow,2
423216326,2254095043,5.0,follow,2
423216326,153397629,5.0,follow,2
423216326,2897696491,5.0,follow,2
423216326,1492588099167215622,5.0,follow,2
423216326,261035135,5.0,follow,2
423216326,174691372,5.0,follow,2
1260917258970451969,739901969007972352,5.0,follow,2
1260917258970451969,1968451252892876800,5.0,follow,2
1260917258970451969,1118836219671134208,5.0,follow,2
1260917258970451969,1206028855187775488,5.0,follow,2
1260917258970451969,619936320,5.0,follow,2
1260917258970451969,1179576589287337985,5.0,follow,2
1260917258970451969,1605839615608381441,5.0,follow,2
1260917258970451969,961051,5.0,follow,2
1260917258970451969,15300995,5.0,follow,2
1260917258970451969,1392255185712422912,5.0,follow,2
1260917258970451969,1333356199199338497,5.0,follow,2
1260917258970451969,287685401,5.0,follow,2
1260917258970451969,20104013,5.0,follow,2
1260917258970451969,14111408,5.0,follow,2
1260917258970451969,1978906993596469250,5.0,follow,2
1260917258970451969,16500880,5.0,follow,2
1260917258970451969,1816109487650136071,5.0,follow,2
1260917258970451969,1835399793675575296,5.0,follow,2
1260917258970451969,1356199846701649920,5.0,follow,2
265152280,3433971723,5.0,follow,1
265152280,2188015574,5.0,follow,1
265152280,3318453596,5.0,follow,1
265152280,1200006502544793600,5.0,follow,1
265152280,1838355640890331137,5.0,follow,1
265152280,1058927125,5.0,follow,1
265152280,1300499698227261443,5.0,follow,1
265152280,355926296,5.0,follow,1
265152280,1572675547,5.0,follow,1
265152280,1233216503626924033,5.0,follow,1
265152280,181491737,5.0,follow,1
265152280,729159509214515200,5.0,follow,1
265152280,218376351,5.0,follow,1
265152280,1968072398621806593,5.0,follow,1
265152280,3104708414,5.0,follow,1
265152280,2928857970,5.0,follow,1
265152280,838842836,5.0,follow,1
265152280,38114433,5.0,follow,1
265152280,2989966781,5.0,follow,1
265152280,2324943602,5.0,follow,1
265152280,340387261,5.0,follow,1
265152280,1624051836033421317,5.0,follow,1
265152280,1074448308578336768,5.0,follow,1
265152280,865059309570412544,5.0,follow,1
265152280,1981057552524931072,5.0,follow,1
265152280,1771559923651887104,5.0,follow,1
265152280,1018324467758465024,5.0,follow,1
265152280,969571031030616071,5.0,follow,1
265152280,31064165,5.0,follow,1
265152280,1200616796295847936,5.0,follow,1
265152280,1004137473679679488,5.0,follow,1
265152280,16962167,5.0,follow,1
265152280,13298072,5.0,follow,1
265152280,1593328629005438976,5.0,follow,1
265152280,300629449,5.0,follow,1
265152280,427089628,5.0,follow,1
265152280,16388712,5.0,follow,1
265152280,1871455931017678848,5.0,follow,1
265152280,1836628961201393664,5.0,follow,1
265152280,1794486349426499585,5.0,follow,1
265152280,81712767,5.0,follow,1
265152280,1943306828697550848,5.0,follow,1
265152280,1323263701881860102,5.0,follow,1
265152280,1875995486110593024,5.0,follow,1
265152280,1909092495734235136,5.0,follow,1
265152280,137463715,5.0,follow,1
265152280,718462112021000192,5.0,follow,1
265152280,1484049996,5.0,follow,1
265152280,1701977949833150464,5.0,follow,1
265152280,26224549,5.0,follow,1
265152280,1433898842865520644,5.0,follow,1
265152280,60953393,5.0,follow,1
265152280,1780659071601012736,5.0,follow,1
265152280,1905876764066258944,5.0,follow,1
265152280,1505635897810821120,5.0,follow,1
265152280,1763048919993565184,5.0,follow,1
265152280,3086182267,5.0,follow,1
265152280,1657385954594762758,5.0,follow,1
265152280,1891523745929732096,5.0,follow,1
265152280,73847343,5.0,follow,1
265152280,1353836358901501952,5.0,follow,1
265152280,863617319783870464,5.0,follow,1
265152280,2829177691,5.0,follow,1
265152280,34310352,5.0,follow,1
265152280,330082529,5.0,follow,1
265152280,2956121356,5.0,follow,1
265152280,935606860547346433,5.0,follow,1
265152280,3344958413,5.0,follow,1
265152280,14393114,5.0,follow,1
265152280,775449094739197953,5.0,follow,1
265152280,989251872107085824,5.0,follow,1
265152280,824669300699070465,5.0,follow,1
265152280,2264368966,5.0,follow,1
265152280,3333052551,5.0,follow,1
265152280,560473379,5.0,follow,1
265152280,1067925193249759233,5.0,follow,1
265152280,15078456,5.0,follow,1
265152280,3301643341,5.0,follow,1
265152280,180993910,5.0,follow,1
265152280,197313522,5.0,follow,1
265152280,1375825160,5.0,follow,1
265152280,299942246,5.0,follow,1
265152280,546427546,5.0,follow,1
265152280,1290762290224984064,5.0,follow,1
265152280,25263396,5.0,follow,1
265152280,3237721718,5.0,follow,1
265152280,92096034,5.0,follow,1
265152280,44073696,5.0,follow,1
265152280,48642190,5.0,follow,1
265152280,911297187664949248,5.0,follow,1
265152280,48008938,5.0,follow,1
265152280,1084212657761148928,5.0,follow,1
265152280,1802854238370050050,5.0,follow,1
265152280,1720046887,5.0,follow,1
265152280,3253629143,5.0,follow,1
265152280,16347964,5.0,follow,1
265152280,615818451,5.0,follow,1
265152280,11768582,5.0,follow,1
265152280,166138615,5.0,follow,1
265152280,197785542,5.0,follow,1
265152280,2048741,5.0,follow,1
265152280,221838349,5.0,follow,1
265152280,194694215,5.0,follow,1
265152280,914061,5.0,follow,1
265152280,793023,5.0,follow,1
265152280,890061634181373952,5.0,follow,1
265152280,1442044614760828930,5.0,follow,1
265152280,1219282049070063617,5.0,follow,1
265152280,1655762298022113280,5.0,follow,1
265152280,15928389,5.0,follow,1
265152280,1720665183188922368,5.0,follow,1
265152280,834832429709828096,5.0,follow,1
265152280,1605,5.0,follow,1
265152280,370324721,5.0,follow,1
265152280,188039706,5.0,follow,1
265152280,256317852,5.0,follow,1
265152280,1662154128267542533,5.0,follow,1
265152280,23083404,5.0,follow,1
265152280,14710129,5.0,follow,1
265152280,1588323862110162944,5.0,follow,1
265152280,27568547,5.0,follow,1
265152280,948736680554409984,5.0,follow,1
265152280,1546650538699358208,5.0,follow,1
265152280,2372712211,5.0,follow,1
265152280,1661523610111193088,5.0,follow,1
265152280,1702709086964289536,5.0,follow,1
