source,target,weight,interaction_type,depth
11373532,1953337039510003712,5.0,follow,1
11373532,15732953,5.0,follow,1
11373532,1391235419325407232,5.0,follow,1
11373532,3725210712,5.0,follow,1
11373532,1790083138959400961,5.0,follow,1
11373532,1828136284067389440,5.0,follow,1
11373532,952600768313548800,5.0,follow,1
11373532,4922450361,5.0,follow,1
11373532,162814758,5.0,follow,1
11373532,1449119313030352897,5.0,follow,1
11373532,33240117,5.0,follow,1
11373532,3194838079,5.0,follow,1
11373532,77961319,5.0,follow,1
11373532,1098965645079834625,5.0,follow,1
11373532,1326237414025801729,5.0,follow,1
11373532,847881306784620547,5.0,follow,1
11373532,1835819100209037312,5.0,follow,1
11373532,1823248660601212928,5.0,follow,1
11373532,1787637601757024256,5.0,follow,1
11373532,1662123349148073984,5.0,follow,1
11373532,342334142,5.0,follow,1
11373532,199463846,5.0,follow,1
11373532,1253788401691693059,5.0,follow,1
11373532,1360367297500741642,5.0,follow,1
11373532,1653144647470817284,5.0,follow,1
11373532,1714161384265854976,5.0,follow,1
11373532,1247124079271751680,5.0,follow,1
11373532,1386808319168421889,5.0,follow,1
11373532,1748261941573726208,5.0,follow,1
11373532,557363672,5.0,follow,1
11373532,51808369,5.0,follow,1
11373532,1138051795958165504,5.0,follow,1
11373532,355290683,5.0,follow,1
11373532,1908674976712163328,5.0,follow,1
11373532,898600278584426496,5.0,follow,1
11373532,99858582,5.0,follow,1
11373532,14650004,5.0,follow,1
1897824925588897797,14146389,5.0,follow,1
1897824925588897797,20320797,5.0,follow,1
1897824925588897797,1675940718345617413,5.0,follow,1
1897824925588897797,631002087,5.0,follow,1
1897824925588897797,100598638,5.0,follow,1
1897824925588897797,135377895,5.0,follow,1
1897824925588897797,1792318265219260417,5.0,follow,1
1897824925588897797,273214252,5.0,follow,1
1897824925588897797,1787979332268568576,5.0,follow,1
1897824925588897797,127645779,5.0,follow,1
1897824925588897797,873051724604334080,5.0,follow,1
1897824925588897797,42345999,5.0,follow,1
1897824925588897797,1240624917533597698,5.0,follow,1
1897824925588897797,317804613,5.0,follow,1
1897824925588897797,988875229081432064,5.0,follow,1
1897824925588897797,4831440645,5.0,follow,1
1897824925588897797,235348644,5.0,follow,1
1897824925588897797,1960349986966691840,5.0,follow,1
1897824925588897797,1980658031248494592,5.0,follow,1
1897824925588897797,1141417774201184257,5.0,follow,1
1897824925588897797,130745589,5.0,follow,1
1897824925588897797,3213596780,5.0,follow,1
1897824925588897797,1637563562,5.0,follow,1
1897824925588897797,564053183,5.0,follow,1
1897824925588897797,1159422488,5.0,follow,1
1897824925588897797,1487628937748684805,5.0,follow,1
1897824925588897797,1409592375425462272,5.0,follow,1
1897824925588897797,1499755357660495873,5.0,follow,1
1897824925588897797,1725149174780268544,5.0,follow,1
1897824925588897797,2430581473,5.0,follow,1
1897824925588897797,1618601297510383616,5.0,follow,1
1897824925588897797,7080152,5.0,follow,1
1897824925588897797,1774187564276289536,5.0,follow,1
1897824925588897797,1929913223219949571,5.0,follow,1
1897824925588897797,1337151218880311298,5.0,follow,1
1897824925588897797,761620628,5.0,follow,1
1897824925588897797,1739377438663286784,5.0,follow,1
1897824925588897797,1332339458260275200,5.0,follow,1
1897824925588897797,1430753690596646917,5.0,follow,1
1897824925588897797,800854096219471872,5.0,follow,1
1897824925588897797,2878939955,5.0,follow,1
1897824925588897797,48144742,5.0,follow,1
1897824925588897797,18036441,5.0,follow,1
1897824925588897797,1556550048862928898,5.0,follow,1
1897824925588897797,268500378,5.0,follow,1
1897824925588897797,1685973304878747650,5.0,follow,1
1897824925588897797,1279310855222386688,5.0,follow,1
1897824925588897797,1434637666033807360,5.0,follow,1
1897824925588897797,1959113087094857729,5.0,follow,1
1897824925588897797,1855429909784809472,5.0,follow,1
1897824925588897797,1560033899488722944,5.0,follow,1
1897824925588897797,2652239532,5.0,follow,1
1897824925588897797,1227920058,5.0,follow,1
1897824925588897797,1790874320085872640,5.0,follow,1
1897824925588897797,1947723166073196544,5.0,follow,1
1897824925588897797,788328845120311296,5.0,follow,1
1897824925588897797,1310704403263889409,5.0,follow,1
1897824925588897797,1522653869548867584,5.0,follow,1
1897824925588897797,276540738,5.0,follow,1
1897824925588897797,325111978,5.0,follow,1
1897824925588897797,1963705307802279936,5.0,follow,1
1897824925588897797,1281048162602369024,5.0,follow,1
1897824925588897797,1318419526132862976,5.0,follow,1
1897824925588897797,1365020011123773442,5.0,follow,1
1897824925588897797,1824811741911371776,5.0,follow,1
1897824925588897797,1962255487287918592,5.0,follow,1
1897824925588897797,16003691,5.0,follow,1
1897824925588897797,1904278946142973952,5.0,follow,1
1897824925588897797,977573841882017792,5.0,follow,1
1897824925588897797,1960948064,5.0,follow,1
1897824925588897797,3607952054,5.0,follow,1
1897824925588897797,17530721,5.0,follow,1
1897824925588897797,15467759,5.0,follow,1
1897824925588897797,1467597934917300224,5.0,follow,1
1897824925588897797,1559408143339520000,5.0,follow,1
1897824925588897797,1125739496,5.0,follow,1
1897824925588897797,1181572972714303488,5.0,follow,1
1897824925588897797,4476791714,5.0,follow,1
1897824925588897797,747701934929379328,5.0,follow,1
1897824925588897797,1487416877404106755,5.0,follow,1
1897824925588897797,636513296,5.0,follow,1
1897824925588897797,1497883511746924547,5.0,follow,1
1897824925588897797,1809918986647429120,5.0,follow,1
1897824925588897797,1926089694904807425,5.0,follow,1
1897824925588897797,1788881225517813760,5.0,follow,1
1897824925588897797,154988959,5.0,follow,1
1897824925588897797,38107864,5.0,follow,1
1897824925588897797,1213630315643621377,5.0,follow,1
1897824925588897797,165262228,5.0,follow,1
1897824925588897797,1495989282636722177,5.0,follow,1
1897824925588897797,1936074930807865344,5.0,follow,1
1897824925588897797,2928857970,5.0,follow,1
1897824925588897797,915384490796748800,5.0,follow,1
1897824925588897797,6844292,5.0,follow,1
1897824925588897797,1647428363965935617,5.0,follow,1
1897824925588897797,64263583,5.0,follow,1
1897824925588897797,15880163,5.0,follow,1
1897824925588897797,1618366641384955904,5.0,follow,1
1897824925588897797,759894532649545732,5.0,follow,1
1897824925588897797,2388043520,5.0,follow,1
1897824925588897797,1437853146257133569,5.0,follow,1
1897824925588897797,1023073045781590019,5.0,follow,1
1897824925588897797,17484680,5.0,follow,1
1897824925588897797,937698624,5.0,follow,1
1897824925588897797,1629336979,5.0,follow,1
1897824925588897797,1270285122298957825,5.0,follow,1
1897824925588897797,45715045,5.0,follow,1
1897824925588897797,1683220261678505988,5.0,follow,1
1897824925588897797,66252419,5.0,follow,1
1897824925588897797,1943306828697550848,5.0,follow,1
1897824925588897797,1959816771126673408,5.0,follow,1
1897824925588897797,1217595259829571586,5.0,follow,1
1897824925588897797,1097563841003548673,5.0,follow,1
1897824925588897797,1341228134109069312,5.0,follow,1
1897824925588897797,92054632,5.0,follow,1
1897824925588897797,1785111682731196416,5.0,follow,1
1897824925588897797,4398626122,5.0,follow,1
1897824925588897797,1312511,5.0,follow,1
1897824925588897797,851661253944766465,5.0,follow,1
1897824925588897797,1838355640890331137,5.0,follow,1
1897824925588897797,1663632175361851397,5.0,follow,1
1897824925588897797,1044106159353880577,5.0,follow,1
1897824925588897797,1847507019227365376,5.0,follow,1
1897824925588897797,1818311005698678784,5.0,follow,1
1897824925588897797,842860575289819136,5.0,follow,1
1897824925588897797,1339076414516076545,5.0,follow,1
1897824925588897797,284333988,5.0,follow,1
1897824925588897797,1550232704016318464,5.0,follow,1
1897824925588897797,1949294835510431744,5.0,follow,1
1897824925588897797,847263121865441281,5.0,follow,1
1897824925588897797,1605,5.0,follow,1
1897824925588897797,1505635897810821120,5.0,follow,1
1897824925588897797,1803065645262651392,5.0,follow,1
1897824925588897797,1940556637187547136,5.0,follow,1
1897824925588897797,1175518965713580035,5.0,follow,1
1897824925588897797,1780659071601012736,5.0,follow,1
1897824925588897797,62821796,5.0,follow,1
1897824925588897797,1263352509025759233,5.0,follow,1
1897824925588897797,1620943384998191105,5.0,follow,1
1897824925588897797,23924176,5.0,follow,1
1897824925588897797,1930548797563973633,5.0,follow,1
1897824925588897797,1948071386418749440,5.0,follow,1
1897824925588897797,940052401473519616,5.0,follow,1
1897824925588897797,294306372,5.0,follow,1
1897824925588897797,3086182267,5.0,follow,1
1897824925588897797,1937236128010240001,5.0,follow,1
1897824925588897797,1482152839497535489,5.0,follow,1
1897824925588897797,1470792102233743365,5.0,follow,1
1897824925588897797,1655762298022113280,5.0,follow,1
1897824925588897797,214108112,5.0,follow,1
1897824925588897797,14130366,5.0,follow,1
1897824925588897797,1686323288,5.0,follow,1
1897824925588897797,18985657,5.0,follow,1
1897824925588897797,1184557167107624967,5.0,follow,1
1897824925588897797,1931331174128922624,5.0,follow,1
1897824925588897797,1845222635648520192,5.0,follow,1
1897824925588897797,1245561210424213505,5.0,follow,1
1897824925588897797,882840050450432000,5.0,follow,1
1897824925588897797,1881058018189803520,5.0,follow,1
1897824925588897797,4066397668,5.0,follow,1
1897824925588897797,975200486,5.0,follow,1
1897824925588897797,1348211074429030400,5.0,follow,1
1897824925588897797,615818451,5.0,follow,1
1897824925588897797,1599587232175849472,5.0,follow,1
1897824925588897797,377228272,5.0,follow,1
1897824925588897797,70621192,5.0,follow,1
1897824925588897797,44481652,5.0,follow,1
1897824925588897797,1261335549215989760,5.0,follow,1
1897824925588897797,1622671989931675648,5.0,follow,1
1897824925588897797,1032086598161195009,5.0,follow,1
1897824925588897797,17468569,5.0,follow,1
1897824925588897797,1489861206596722695,5.0,follow,1
1897824925588897797,1074357554170482688,5.0,follow,1
1897824925588897797,534780961,5.0,follow,1
1897824925588897797,1691181,5.0,follow,1
1897824925588897797,1667303196430041088,5.0,follow,1
1897824925588897797,47810439,5.0,follow,1
1897824925588897797,1716919280573579264,5.0,follow,1
1897824925588897797,1464949146805325824,5.0,follow,1
1897824925588897797,1686044379910131718,5.0,follow,1
1897824925588897797,1017297373901434880,5.0,follow,1
1897824925588897797,1857242950587367424,5.0,follow,1
1897824925588897797,380749300,5.0,follow,1
1897824925588897797,2846271563,5.0,follow,1
1897824925588897797,1477828990131834881,5.0,follow,1
1897824925588897797,1666529582936195073,5.0,follow,1
1897824925588897797,1392954671677931521,5.0,follow,1
1897824925588897797,1480544205843873798,5.0,follow,1
1897824925588897797,3301582463,5.0,follow,1
1897824925588897797,1518265999367286787,5.0,follow,1
1897824925588897797,1109278965993259008,5.0,follow,1
1897824925588897797,1535363436279758849,5.0,follow,1
1897824925588897797,16862971,5.0,follow,1
1897824925588897797,1695890961094909952,5.0,follow,1
1897824925588897797,4454693727,5.0,follow,1
1897824925588897797,28515499,5.0,follow,1
1897824925588897797,1297651178256257024,5.0,follow,1
1897824925588897797,567291413,5.0,follow,1
1897824925588897797,4914384040,5.0,follow,1
1897824925588897797,1828995458343026689,5.0,follow,1
1897824925588897797,3474685637,5.0,follow,1
1897824925588897797,875433795687772160,5.0,follow,1
1897824925588897797,1522405142888255488,5.0,follow,1
1897824925588897797,1856751787644260354,5.0,follow,1
1897824925588897797,1470728242269237254,5.0,follow,1
1897824925588897797,12,5.0,follow,1
1897824925588897797,1594725949710516225,5.0,follow,1
1897824925588897797,18989355,5.0,follow,1
1897824925588897797,1024699964071522305,5.0,follow,1
1897824925588897797,1399148563,5.0,follow,1
1897824925588897797,147039284,5.0,follow,1
1897824925588897797,1646945251305873408,5.0,follow,1
1897824925588897797,902839045356744704,5.0,follow,1
1897824925588897797,1506561609958772744,5.0,follow,1
1897824925588897797,914029581610377217,5.0,follow,1
1897824925588897797,828872836303482881,5.0,follow,1
1897824925588897797,4638706452,5.0,follow,1
1897824925588897797,1356434353623093249,5.0,follow,1
1897824925588897797,1190990790,5.0,follow,1
1897824925588897797,867814005951299585,5.0,follow,1
1897824925588897797,22838331,5.0,follow,1
1897824925588897797,826946222019792896,5.0,follow,1
1897824925588897797,4783690002,5.0,follow,1
1897824925588897797,3318453596,5.0,follow,1
1897824925588897797,1443703292647940098,5.0,follow,1
1897824925588897797,1917716982465716227,5.0,follow,1
1897824925588897797,1353836358901501952,5.0,follow,1
1897824925588897797,15460048,5.0,follow,1
1897824925588897797,88536428,5.0,follow,1
1897824925588897797,40337130,5.0,follow,1
1897824925588897797,431777800,5.0,follow,1
1897824925588897797,1588886686112653312,5.0,follow,1
1897824925588897797,2237865246,5.0,follow,1
1897824925588897797,1090141,5.0,follow,1
1897824925588897797,1233216503626924033,5.0,follow,1
1897824925588897797,1661523610111193088,5.0,follow,1
1897824925588897797,1648685716237598720,5.0,follow,1
1897824925588897797,1123808797556920325,5.0,follow,1
1897824925588897797,1752426787345199104,5.0,follow,1
1897824925588897797,1263491240336769026,5.0,follow,1
1897824925588897797,603649564,5.0,follow,1
1897824925588897797,887792594893250560,5.0,follow,1
1897824925588897797,953970473586524162,5.0,follow,1
1897824925588897797,333357345,5.0,follow,1
1897824925588897797,177101260,5.0,follow,1
1897824925588897797,1635745326853246977,5.0,follow,1
1897824925588897797,1324273819184361472,5.0,follow,1
1897824925588897797,21211490,5.0,follow,1
1897824925588897797,1909390269533011968,5.0,follow,1
1897824925588897797,1775236874531213312,5.0,follow,1
1897824925588897797,25614274,5.0,follow,1
1897824925588897797,58560480,5.0,follow,1
1897824925588897797,1399766153053061121,5.0,follow,1
1897824925588897797,1453326229478592524,5.0,follow,1
1897824925588897797,1885873664631222272,5.0,follow,1
1897824925588897797,1578127809792409616,5.0,follow,1
1897824925588897797,17544263,5.0,follow,1
1897824925588897797,1867171663961362432,5.0,follow,1
1897824925588897797,14171401,5.0,follow,1
1897824925588897797,1843745762389180416,5.0,follow,1
1897824925588897797,1588323862110162944,5.0,follow,1
1897824925588897797,121258930,5.0,follow,1
1897824925588897797,16736535,5.0,follow,1
1897824925588897797,1469008660428771329,5.0,follow,1
1897824925588897797,14584200,5.0,follow,1
1897824925588897797,62377133,5.0,follow,1
1897824925588897797,86395621,5.0,follow,1
1897824925588897797,1099579684981944320,5.0,follow,1
1897824925588897797,24742040,5.0,follow,1
1897824925588897797,1588731443513008130,5.0,follow,1
1897824925588897797,57047742,5.0,follow,1
1897824925588897797,92598387,5.0,follow,1
1897824925588897797,374598930,5.0,follow,1
1897824925588897797,61559439,5.0,follow,1
1897824925588897797,1410444656010276865,5.0,follow,1
1897824925588897797,1072359453880537088,5.0,follow,1
1897824925588897797,1368048128365105153,5.0,follow,1
1897824925588897797,1372808527576657922,5.0,follow,1
1897824925588897797,2455740283,5.0,follow,1
1897824925588897797,15506669,5.0,follow,1
1897824925588897797,20571756,5.0,follow,1
1897824925588897797,1636590253,5.0,follow,1
1897824925588897797,1405917556318392324,5.0,follow,1
1897824925588897797,5162861,5.0,follow,1
1897824925588897797,4370429775,5.0,follow,1
1897824925588897797,783214,5.0,follow,1
1897824925588897797,1720665183188922368,5.0,follow,1
1897824925588897797,1616163256413863943,5.0,follow,1
1897824925588897797,895332160130891776,5.0,follow,1
1897824925588897797,1659653864138612761,5.0,follow,1
1897824925588897797,1330170106501079041,5.0,follow,1
1897824925588897797,1219282049070063617,5.0,follow,1
1897824925588897797,175624200,5.0,follow,1
1897824925588897797,36803580,5.0,follow,1
1897824925588897797,117652722,5.0,follow,1
1897824925588897797,13298072,5.0,follow,1
1897824925588897797,63485337,5.0,follow,1
1897824925588897797,29758446,5.0,follow,1
1897824925588897797,30699048,5.0,follow,1
1897824925588897797,34743251,5.0,follow,1
1879724460644958208,181491737,5.0,follow,1
1879724460644958208,1058927125,5.0,follow,1
1909342964826226689,1919495852210765824,5.0,follow,1
1909342964826226689,388076914,5.0,follow,1
1909342964826226689,790671643,5.0,follow,1
1909342964826226689,714551234452201473,5.0,follow,1
1909342964826226689,1233216503626924033,5.0,follow,1
1909342964826226689,42562446,5.0,follow,1
1909342964826226689,1720665183188922368,5.0,follow,1
1909342964826226689,3318453596,5.0,follow,1
1909342964826226689,1661523610111193088,5.0,follow,1
1909342964826226689,858957830,5.0,follow,1
1909342964826226689,26270913,5.0,follow,1
1909342964826226689,13298072,5.0,follow,1
1909342964826226689,25073877,5.0,follow,1
703664678,1014973243164319744,5.0,follow,1
703664678,1547232242073849856,5.0,follow,1
703664678,178580925,5.0,follow,1
703664678,834832429709828096,5.0,follow,1
703664678,1629091786336641024,5.0,follow,1
703664678,1376530298318520323,5.0,follow,1
703664678,200076625,5.0,follow,1
703664678,235601687,5.0,follow,1
703664678,1180253380163362826,5.0,follow,1
703664678,1637740181813084161,5.0,follow,1
703664678,4687842968,5.0,follow,1
703664678,2458144934,5.0,follow,1
703664678,255855029,5.0,follow,1
703664678,140055555,5.0,follow,1
703664678,1562634876905410560,5.0,follow,1
703664678,727315133165248512,5.0,follow,1
703664678,2946892837,5.0,follow,1
703664678,1110811574787170306,5.0,follow,1
703664678,1200357161747939328,5.0,follow,1
703664678,979891380616019968,5.0,follow,1
703664678,1255017971363090432,5.0,follow,1
703664678,1283650008835743744,5.0,follow,1
703664678,1034744720537219073,5.0,follow,1
703664678,827982307612991488,5.0,follow,1
703664678,887860052,5.0,follow,1
703664678,3129056526,5.0,follow,1
703664678,488515774,5.0,follow,1
703664678,419232978,5.0,follow,1
703664678,629654908,5.0,follow,1
703664678,621577260,5.0,follow,1
1540897980,1843208342,5.0,follow,1
1540897980,1844990000754196482,5.0,follow,1
1540897980,618303306,5.0,follow,1
1540897980,1743487864934162432,5.0,follow,1
1540897980,2164964468,5.0,follow,1
1540897980,2833321760,5.0,follow,1
1540897980,1909390269533011968,5.0,follow,1
1540897980,1964934285477257216,5.0,follow,1
1540897980,17122701,5.0,follow,1
1540897980,1101942551349731335,5.0,follow,1
1540897980,1529761561170124800,5.0,follow,1
1540897980,1958417877163454464,5.0,follow,1
1540897980,1209960539390201864,5.0,follow,1
1540897980,1648128136997904384,5.0,follow,1
1540897980,1822588444046249984,5.0,follow,1
1540897980,129536637,5.0,follow,1
1540897980,1260917258970451969,5.0,follow,1
1540897980,367068995,5.0,follow,1
1540897980,59757258,5.0,follow,1
1540897980,1463791052805091330,5.0,follow,1
1540897980,1449077038287974404,5.0,follow,1
1540897980,783098774130401280,5.0,follow,1
1540897980,726727268391878656,5.0,follow,1
1540897980,1193066628679815168,5.0,follow,1
1540897980,3367250534,5.0,follow,1
1540897980,2728209696,5.0,follow,1
1540897980,865622395,5.0,follow,1
1540897980,2889468091,5.0,follow,1
1540897980,1273327266957688832,5.0,follow,1
1540897980,111831289,5.0,follow,1
1540897980,1469058794,5.0,follow,1
1540897980,109550268,5.0,follow,1
1540897980,40661455,5.0,follow,1
1540897980,1664632458703261700,5.0,follow,1
1540897980,1371101,5.0,follow,1
1540897980,1891523745929732096,5.0,follow,1
1540897980,992016523454660608,5.0,follow,1
1540897980,212147661,5.0,follow,1
1540897980,1228506265665462272,5.0,follow,1
1540897980,1806359170830172162,5.0,follow,1
1540897980,1825243643529027584,5.0,follow,1
1540897980,27536505,5.0,follow,1
1540897980,825088493764407298,5.0,follow,1
1540897980,47636428,5.0,follow,1
1540897980,9451052,5.0,follow,1
1540897980,6398252,5.0,follow,1
1540897980,702344724519096320,5.0,follow,1
1540897980,1253758756304809984,5.0,follow,1
1540897980,874126509245476864,5.0,follow,1
1540897980,1082912120,5.0,follow,1
1540897980,1773935160192647168,5.0,follow,1
1540897980,971441900,5.0,follow,1
1540897980,34078684,5.0,follow,1
1540897980,542551091,5.0,follow,1
1540897980,1261374810254454784,5.0,follow,1
1540897980,1170098132283035648,5.0,follow,1
1540897980,24112401,5.0,follow,1
1540897980,3257593736,5.0,follow,1
1540897980,8493552,5.0,follow,1
1540897980,19153549,5.0,follow,1
1540897980,2874450134,5.0,follow,1
1540897980,1281332497,5.0,follow,1
1540897980,356534141,5.0,follow,1
1540897980,2464807964,5.0,follow,1
1540897980,1332464886979452928,5.0,follow,1
1540897980,47965116,5.0,follow,1
1540897980,865609028579213312,5.0,follow,1
1540897980,1810393276287168516,5.0,follow,1
1540897980,795043706894249984,5.0,follow,1
1540897980,1359609118517043202,5.0,follow,1
1540897980,1751810001751183361,5.0,follow,1
1540897980,14693322,5.0,follow,1
1540897980,923553255652843521,5.0,follow,1
1540897980,1241155790527967232,5.0,follow,1
1540897980,1438835354,5.0,follow,1
1540897980,13235832,5.0,follow,1
1540897980,1528477269080961024,5.0,follow,1
1540897980,778764142412984320,5.0,follow,1
1540897980,32872803,5.0,follow,1
1540897980,1218100328,5.0,follow,1
1540897980,1430128930875445249,5.0,follow,1
1540897980,968053955845484545,5.0,follow,1
1540897980,984773275845672960,5.0,follow,1
1540897980,1635195806855884801,5.0,follow,1
1540897980,1489362865215528961,5.0,follow,1
1540897980,14553823,5.0,follow,1
1540897980,994846342118871040,5.0,follow,1
1540897980,11245832,5.0,follow,1
1540897980,759894532649545732,5.0,follow,1
1540897980,959838543739678720,5.0,follow,1
1540897980,390567768,5.0,follow,1
1540897980,14551614,5.0,follow,1
1540897980,806058672619212800,5.0,follow,1
1540897980,805945237747208193,5.0,follow,1
1540897980,532791696,5.0,follow,1
1540897980,1588323862110162944,5.0,follow,1
1540897980,26825747,5.0,follow,1
1540897980,3025082120,5.0,follow,1
1540897980,1538776922334937088,5.0,follow,1
1540897980,1231697419575820288,5.0,follow,1
1540897980,1207372569348755456,5.0,follow,1
1540897980,1641378826537295874,5.0,follow,1
1540897980,14456589,5.0,follow,1
1540897980,1919620410,5.0,follow,1
1540897980,12044592,5.0,follow,1
1540897980,186420551,5.0,follow,1
1540897980,284333988,5.0,follow,1
1540897980,85225861,5.0,follow,1
1540897980,844953243931291648,5.0,follow,1
1540897980,915239533,5.0,follow,1
1540897980,98073161,5.0,follow,1
1540897980,170180972,5.0,follow,1
1540897980,18104734,5.0,follow,1
1540897980,1634820118055358465,5.0,follow,1
1540897980,1094268079540920321,5.0,follow,1
1540897980,58032351,5.0,follow,1
1540897980,974097637564665856,5.0,follow,1
1540897980,1180190397336674304,5.0,follow,1
1540897980,1285101980,5.0,follow,1
1540897980,850104281197928454,5.0,follow,1
1540897980,1177272002,5.0,follow,1
1540897980,397533348,5.0,follow,1
1540897980,842566566394941445,5.0,follow,1
1540897980,1307056292465274880,5.0,follow,1
1540897980,2726658913,5.0,follow,1
1540897980,1237901532760178688,5.0,follow,1
1540897980,3352510817,5.0,follow,1
1540897980,1506868649495199744,5.0,follow,1
1540897980,137838116,5.0,follow,1
1540897980,1287669805592576000,5.0,follow,1
1540897980,2538196400,5.0,follow,1
1540897980,29634515,5.0,follow,1
1540897980,5794242,5.0,follow,1
1540897980,1498151305306521600,5.0,follow,1
1540897980,332600142,5.0,follow,1
1540897980,1133476937668542465,5.0,follow,1
1540897980,282700930,5.0,follow,1
1540897980,954436574468624384,5.0,follow,1
1540897980,142783289,5.0,follow,1
1540897980,2562500989,5.0,follow,1
1540897980,1332660512,5.0,follow,1
1540897980,9271782,5.0,follow,1
1540897980,74077175,5.0,follow,1
1540897980,966815073690730496,5.0,follow,1
1540897980,96999384,5.0,follow,1
1540897980,22113265,5.0,follow,1
1540897980,750408941524230144,5.0,follow,1
1540897980,1396491776739905542,5.0,follow,1
1540897980,870035202,5.0,follow,1
1540897980,1599698265448058881,5.0,follow,1
1540897980,1551386650655084549,5.0,follow,1
1540897980,97205267,5.0,follow,1
1540897980,2353563199,5.0,follow,1
1540897980,1395499471,5.0,follow,1
1540897980,13614262,5.0,follow,1
1540897980,13634322,5.0,follow,1
1540897980,2700292374,5.0,follow,1
1540897980,1651242848,5.0,follow,1
1540897980,465641094,5.0,follow,1
1540897980,908728623988953089,5.0,follow,1
1540897980,794433401591693312,5.0,follow,1
1540897980,41280228,5.0,follow,1
1540897980,3557386648,5.0,follow,1
1540897980,615818451,5.0,follow,1
1540897980,16535432,5.0,follow,1
1540897980,3409885648,5.0,follow,1
1540897980,841512265413197824,5.0,follow,1
1540897980,24017962,5.0,follow,1
1540897980,164812711,5.0,follow,1
1540897980,328098997,5.0,follow,1
1540897980,134318947,5.0,follow,1
1540897980,790033937531703296,5.0,follow,1
1540897980,1388977636618080256,5.0,follow,1
1540897980,1605,5.0,follow,1
1540897980,2466279320,5.0,follow,1
1540897980,438570403,5.0,follow,1
1540897980,979429388,5.0,follow,1
1540897980,1210596212140892160,5.0,follow,1
1540897980,1893285722,5.0,follow,1
1540897980,37300122,5.0,follow,1
1540897980,226366834,5.0,follow,1
1540897980,50573559,5.0,follow,1
1540897980,294294511,5.0,follow,1
1540897980,796584325,5.0,follow,1
1540897980,265139899,5.0,follow,1
1540897980,1357426015312760834,5.0,follow,1
1540897980,710610891058716673,5.0,follow,1
1540897980,166138615,5.0,follow,1
1540897980,1010536067886387200,5.0,follow,1
1540897980,1472678657478987776,5.0,follow,1
1540897980,27015881,5.0,follow,1
1540897980,1526643050,5.0,follow,1
1540897980,162124540,5.0,follow,1
1540897980,1128159740599656448,5.0,follow,1
1540897980,1247872005912891392,5.0,follow,1
1540897980,1353836358901501952,5.0,follow,1
1540897980,2595244026,5.0,follow,1
1540897980,1504845539468263451,5.0,follow,1
1540897980,348373908,5.0,follow,1
1540897980,1271852248121765889,5.0,follow,1
1540897980,784436415744442368,5.0,follow,1
1540897980,1020053469787566082,5.0,follow,1
1540897980,10850122,5.0,follow,1
1540897980,359017793,5.0,follow,1
1540897980,841499391508779008,5.0,follow,1
1540897980,1197523485121273859,5.0,follow,1
1540897980,31130787,5.0,follow,1
1540897980,938616384572948480,5.0,follow,1
1540897980,810166630412066817,5.0,follow,1
1540897980,1351138240603025410,5.0,follow,1
1540897980,334922130,5.0,follow,1
1540897980,2162712577,5.0,follow,1
1540897980,90276706,5.0,follow,1
1540897980,29586736,5.0,follow,1
1540897980,1365448574,5.0,follow,1
1540897980,45719977,5.0,follow,1
1540897980,1360892702,5.0,follow,1
1540897980,1311274045581791234,5.0,follow,1
1540897980,73133048,5.0,follow,1
1540897980,65385274,5.0,follow,1
1540897980,815033787645972480,5.0,follow,1
1540897980,1086729872305766401,5.0,follow,1
1540897980,746788615951355904,5.0,follow,1
1540897980,7571852,5.0,follow,1
1540897980,1288452767376445440,5.0,follow,1
1540897980,1319101874532978690,5.0,follow,1
1540897980,16984977,5.0,follow,1
1540897980,21828411,5.0,follow,1
1540897980,2975528695,5.0,follow,1
1540897980,2550133394,5.0,follow,1
1540897980,557902603,5.0,follow,1
1540897980,3296780245,5.0,follow,1
1540897980,1069244826,5.0,follow,1
1540897980,86481377,5.0,follow,1
1540897980,883904390867714048,5.0,follow,1
1540897980,1427382006124535815,5.0,follow,1
1540897980,2324423269,5.0,follow,1
1540897980,117233133,5.0,follow,1
1540897980,2178012643,5.0,follow,1
1540897980,2800204849,5.0,follow,1
1540897980,1237312746,5.0,follow,1
1540897980,710263466351681536,5.0,follow,1
1540897980,1091042849561473031,5.0,follow,1
1540897980,62044012,5.0,follow,1
1540897980,1055883888159932416,5.0,follow,1
1540897980,6504292,5.0,follow,1
1540897980,926551285788233728,5.0,follow,1
1540897980,68538286,5.0,follow,1
1540897980,828306524489576449,5.0,follow,1
1540897980,50725778,5.0,follow,1
1540897980,788533935886077952,5.0,follow,1
1540897980,43156539,5.0,follow,1
1540897980,14295070,5.0,follow,1
1540897980,427089628,5.0,follow,1
1540897980,939312319258955777,5.0,follow,1
1540897980,874847778119266304,5.0,follow,1
1540897980,2465283662,5.0,follow,1
1540897980,53344170,5.0,follow,1
1540897980,57284479,5.0,follow,1
1540897980,1400175774,5.0,follow,1
1540897980,228283891,5.0,follow,1
1540897980,2264368966,5.0,follow,1
1540897980,560668519,5.0,follow,1
1540897980,759249,5.0,follow,1
1540897980,94199200,5.0,follow,1
1540897980,168805139,5.0,follow,1
1540897980,16119933,5.0,follow,1
1540897980,26394719,5.0,follow,1
1540897980,29178343,5.0,follow,1
1540897980,1308811981,5.0,follow,1
1540897980,3119778197,5.0,follow,1
1540897980,2236047510,5.0,follow,1
